SD,CF(PCU/min),CF*2(PCU/min),%_of_4W,%_of_4W*2
2,19.9,395.4,8.8,77.3
8,14.5,210,16.7,277.8
7,21,441.6,10.6,112.5
8,22.3,496.4,9.4,89
8,24.2,583.2,5,24.5
13,14.3,203.8,11.3,127.5
5,23.6,555.5,3.4,11.5
34,35.7,1272.7,14.6,213.6
29,25.7,661.8,25,625
17,15.6,242.6,10.4,107.9
12,23.7,559.6,7.8,60.5
19,21.4,457.1,1.1,1.3
5,15.1,228.2,1.1,1.2
10,13.2,173.2,16.7,277.8
25,24.3,592.4,14.9,220.6
9,23.7,562.6,6.1,37.5
20,18.7,349.5,9.7,93.3
20,22.2,491.5,10.6,112.1
16,22.2,491.5,10.6,112.1
13,19.3,372.3,10.3,106.3
5,20.4,415.1,9.2,85.3
20,25.9,672.1,14.4,208.3
17,25.9,672.1,14.4,208.3
18,26.6,708.6,11.1,123.5
8,26.5,700.1,5.9,34.6
10,20.2,408.2,14.8,219.5
9,20.2,408.2,14.8,219.5
2,18.7,348.2,14.5,211.6
15,24.4,595.6,9,81.2
11,24.4,595.6,9,81.2
11,24.4,595.6,9,81.2
2,24.4,595.6,9,81.2
15,25.1,629,8.6,74.7
10,17.3,298.1,6.9,47.6
1,20,401.2,10.3,105.2
9,24.8,616.5,18.7,349
1,22.4,500.9,8,64.7
9,16.7,280.1,6.3,39.1
11,22.6,511.7,3.6,13.1
15,34.6,1197.2,15.3,235
25,24.2,583.7,14.3,204.1
6,17.4,301.9,12.5,157.1
10,21.1,445.8,12.1,145.9
5,22.5,505.6,13.5,181.8
6,15.4,237.5,7.5,56.3
13,16.3,265.7,4.5,20.3
6,21.2,448.4,12.1,146.2
11,20.3,412.5,9.9,97.8
11,24,575.3,8.7,75.6
9,24,575.3,8.7,75.6
1,24,575.3,8.7,75.6
3,22.1,487.3,9.6,91.7
14,24.1,581.3,8.6,74
10,22,482.2,5.1,26.3
10,22.1,486.9,13.5,181.8
12,23.3,541.3,12.1,146.9
16,31.2,971.6,9.2,85.4
6,28.6,816.2,14.3,204.1
14,18.4,339.1,10.4,107.9
8,22.7,513.2,7.4,54.9
2,22.9,522.8,17.2,296.1
31,29.7,881.8,20,400
13,19,360.4,11.5,133.1
25,25.2,636.6,20,400
10,17.8,316.7,19.2,367.8
10,23.7,561,15.7,247.4
12,22.7,517.1,6.7,44.4
8,26.8,719.6,16,257.2
12,27.4,748.8,11,121
10,21.5,464.2,10.5,109.5
17,26.1,683,13.2,173.9
2,23.1,533.8,2.1,4.3
9,25.6,657.2,11.7,135.7
11,31.3,977.5,10.3,106.3
2,18.3,335.1,6.9,48.2
1,18.3,335.1,6.9,48.2
1,21.7,468.7,6,36.3
15,26.7,712.1,4.9,23.8
11,26.5,703.6,6.9,47.9
21,23.5,553,5.4,29.5
15,23.5,553,5.4,29.5
29,24.3,591.5,11,121
19,15.8,248.5,9,80.2
16,15.8,248.5,9,80.2
12,18.8,353.1,10.1,102.9
8,18.8,353.1,10.1,102.9
2,19.7,389.7,2.9,8.7
1,19.7,389.7,2.9,8.7
8,27.1,732.8,15.1,227.8
2,14.5,210.3,9.1,82.6
14,22.2,494.6,8.1,65.7
10,22.2,494.6,8.1,65.7
11,22.7,516.7,10.6,112.1
8,20.1,403.4,12.5,156.3
12,23.5,550.4,8.5,71.8
19,29.1,845.9,7.1,50.1
10,24.4,595.4,6,36
7,21.1,443.5,2.1,4.5
9,15.5,239.8,2.8,7.9
10,20.5,418.2,13.2,173.1
9,20.5,418.2,13.2,173.1
1,23.5,553.7,12.5,157.4
10,20.2,404,8.5,70.1
25,28.5,798.6,19.3,372.7
8,15.7,314,12.6,142.8
13,25.8,752.4,15.2,228.8
5,17.3,298.4,5,25
21,30.4,1134.4,23.7,564.7
6,18.9,356,7.3,56.1
16,22.7,514.6,10.5,110.2
10,23.1,532.2,9.8,95.7
28,26.3,724.4,27.1,735.7
17,24.8,615.6,15.7,247.3
3,19.6,385.2,2.3,5.4
15,23.2,536.4,11.6,130.8
22,31.5,945,17.5,262.5
8,21.5,464,5.6,31.6
14,27.9,757.2,14.8,220.8
9,18.5,342.6,7.8,60.4
27,34.2,1166.4,25.4,636.8
4,14.6,222.8,8.9,75.4
18,22.3,496.4,13.2,174.2
11,20.8,417.6,4.7,18.8
6,16.7,280.2,6.3,39.5
13,22.4,502.6,13.7,186.3
30,28.9,835.8,22,484
19,26.7,711.6,12.5,156.3
7,19.1,382.2,8.4,70.8
14,18.3,334.2,11.9,140.8
12,17.4,301.5,7.1,50.1
16,21.8,475.6,14,196.4
23,29.6,874.2,19.6,386.8
31,32.2,1040.4,20.8,416
9,23.5,554.4,4.5,20.3
5,20.4,416.8,3,9
25,30.9,953.8,16.4,267.6
14,24.3,592.2,8,64
17,22.7,516.6,11.1,123.2
20,28.5,799,18.3,331.9
11,20.3,404.6,12,144
26,27.8,748.4,27,729
15,19.4,376.2,10.2,104
13,25.2,633.6,16.9,283.5
7,20.9,438.2,9.2,84.6
19,23.6,548,10.8,116
32,35.7,1072.2,28.7,805.7
24,30.3,909,14.2,177.8
8,16.5,279,6.8,46.5
21,22,482.2,9.3,87.3
1,23.2,536.8,5.5,30.3
39,28.6,857.2,29.5,872.5
14,22.7,514.6,7.6,58.2
15,29.4,854.8,14.5,209
9,17.2,296.8,8.7,73.8
10,19.8,356.4,5.4,29.7
12,24.7,612.2,12.4,149.6
18,26.3,722,19.5,379.5
21,31.2,938.4,16.1,258.6
6,19.1,381.4,6.9,47.6
15,24.5,609,9.9,99
11,23,527.8,10.5,110.2
12,20.7,415.4,7.8,60.4
9,22.6,511.6,8.9,75.4
8,15.1,228.8,9.6,92.5
10,16.7,279.6,6.9,47.6
20,23.1,535,23.8,566.9
8,22.3,498.6,7.9,63.2
8,22.4,503.1,6.1,37.5
15,20.1,403.8,24,576
13,27.3,745,9.8,95.7
15,20.5,418.2,2.4,5.7
1,21.7,472.8,13,168.7
9,17.4,302.9,7.4,54.1
21,23.6,554.8,11,121
13,15.6,241.8,10.8,116
1,18.9,357.2,10.4,107.9
13,15.3,234.4,12.3,151.5
7,23,527.6,7.5,57
22,29,840.1,15.8,249.1
27,32.7,1070.9,12.2,149.2
4,21.4,456.2,9.3,86.5
1,15.8,250.4,0,0
24,30,902.7,15.9,252
29,22,482.2,25,625
17,22,482.2,12.8,164.4
12,20.4,414.1,6.1,37.2
9,18.3,335.1,2.6,6.9
18,27,729.3,15,225
15,26.7,712.4,18.9,357.9
7,16,257,6.1,36.7
31,34,1155.3,27.5,756.3
31,21.4,457.5,20.5,418.4
10,22.3,496.4,6.8,46.5
30,22.1,489.1,26.1,681.8
29,32.4,1052.4,18.8,352.1
8,17.2,296.9,14.9,221.4
3,16.4,267.6,10,100
26,19.4,376,26.3,690.9
15,16.1,258.6,11.9,140.8
1,21.1,444.4,2,4.2
37,25.7,660.7,23.5,552.3
7,21.6,465.5,8.3,69.4
17,19.9,395.4,8.8,77.3
10,31.6,996.3,19,362.8
15,22.3,496.4,9.4,89
9,15.5,239.2,9.5,90.7
12,22.2,490.6,12.5,156.3
2,13.9,192,3.8,14.2
25,29.7,883.6,19.1,364.2
10,24.3,592.4,14.9,220.6
23,32.6,1065,18.2,330.6
12,21.5,461.2,11.2,126
18,21.5,462.7,13.3,177.8
11,20.4,415.1,11.2,126.2
9,20.4,415.1,11.2,126.2
32,41.1,1692.9,20,400
20,36.1,1306.5,16,256.4
24,38.1,1455,15,225.4
22,41.1,1692.9,14,196.4
14,22.6,511,6.6,43.5
12,18.1,328,7.7,59.2
8,22.1,489.7,0,0
31,31.6,1001.1,20,400
12,24.4,595.6,9,81.2
10,23.2,536.6,5.6,31.6
39,29.8,889.5,29,841
4,23.5,554.4,9.3,87.3
1,18.1,327.1,11.3,127.5
20,15.9,253,12.3,151.5
8,21.1,445.8,12.1,145.9
7,13.3,177.7,2.8,7.9
11,14.5,209.8,10,100
9,24.4,593.7,5.1,25.5
10,21.1,445.2,5.9,34.6
12,21.1,444.2,26.3,689.1
12,23.3,542.4,3.4,11.5
8,18.5,341.5,3.2,10
29,23.3,543.1,28.2,794.8
14,20.1,404.8,13,170.1
9,22.7,513.2,7.4,54.9
12,21.9,477.6,10.1,102.5
9,20.9,438.5,13.2,173.1
30,25.2,636.6,18.8,353.2
20,21.4,455.8,11.4,129.1
12,24.8,616.8,14.5,209
19,22.7,517.1,6.7,44.4
16,27.4,748.8,11,121
28,22,486,15.6,244.1
18,23.1,533.8,2.1,4.3
21,25.6,657.2,13.7,186.3
1,23.3,543.4,6.5,42.5
39,29.5,872.3,31,961
14,25.7,659.5,6.7,44.4
15,12,144,6.9,47.6
14,22.2,494.6,8.1,65.7
11,25.6,654.1,8.3,69.4
2,17.4,301.5,2.8,7.9
15,29.1,845.9,7.1,50.1
11,23.1,533.4,6.1,36.7
12,20.1,405.8,9.2,84.6
9,16.1,259.7,5.2,27
17,19.4,375.2,1.3,1.6
8,15.1,228.8,9.6,92.5
10,16.7,279.6,6.9,47.6
20,23.1,535,23.8,566.9
8,22.3,498.6,7.9,63.2
8,22.4,503.1,6.1,37.5
15,20.1,403.8,24,576
13,27.3,745,9.8,95.7
15,20.5,418.2,2.4,5.7
1,21.7,472.8,13,168.7
9,17.4,302.9,7.4,54.1
21,23.6,554.8,11,121
13,15.6,241.8,10.8,116
1,18.9,357.2,10.4,107.9
13,15.3,234.4,12.3,151.5
7,23,527.6,7.5,57
22,29,840.1,15.8,249.1
27,32.7,1070.9,12.2,149.2
4,21.4,456.2,9.3,86.5
1,15.8,250.4,0,0
24,30,902.7,15.9,252
29,22,482.2,25,625
17,22,482.2,12.8,164.4
12,20.4,414.1,6.1,37.2
9,18.3,335.1,2.6,6.9
18,27,729.3,15,225
15,26.7,712.4,18.9,357.9
7,16,257,6.1,36.7
31,34,1155.3,27.5,756.3
31,21.4,457.5,20.5,418.4
10,22.3,496.4,6.8,46.5
30,22.1,489.1,26.1,681.8
29,32.4,1052.4,18.8,352.1
8,17.2,296.9,14.9,221.4
3,16.4,267.6,10,100
26,19.4,376,26.3,690.9
15,16.1,258.6,11.9,140.8
1,21.1,444.4,2,4.2
37,25.7,660.7,23.5,552.3
7,21.6,465.5,8.3,69.4
17,19.9,395.4,8.8,77.3
10,31.6,996.3,19,362.8
15,22.3,496.4,9.4,89
9,15.5,239.2,9.5,90.7
12,22.2,490.6,12.5,156.3
2,13.9,192,3.8,14.2
25,29.7,883.6,19.1,364.2
10,24.3,592.4,14.9,220.6
23,32.6,1065,18.2,330.6
12,21.5,461.2,11.2,126
18,21.5,462.7,13.3,177.8
11,20.4,415.1,11.2,126.2
9,20.4,415.1,11.2,126.2
32,41.1,1692.9,20,400
20,36.1,1306.5,16,256.4
24,38.1,1455,15,225.4
22,41.1,1692.9,14,196.4
14,22.6,511,6.6,43.5
12,18.1,328,7.7,59.2
8,22.1,489.7,0,0
31,31.6,1001.1,20,400
12,24.4,595.6,9,81.2
10,23.2,536.6,5.6,31.6
39,29.8,889.5,29,841
4,23.5,554.4,9.3,87.3
1,18.1,327.1,11.3,127.5
20,15.9,253,12.3,151.5
8,21.1,445.8,12.1,145.9
7,13.3,177.7,2.8,7.9
11,14.5,209.8,10,100
9,24.4,593.7,5.1,25.5
10,21.1,445.2,5.9,34.6
12,21.1,444.2,26.3,689.1
12,23.3,542.4,3.4,11.5
8,18.5,341.5,3.2,10
29,23.3,543.1,28.2,794.8
14,20.1,404.8,13,170.1
9,22.7,513.2,7.4,54.9
12,21.9,477.6,10.1,102.5
9,20.9,438.5,13.2,173.1
30,25.2,636.6,18.8,353.2
20,21.4,455.8,11.4,129.1
12,24.8,616.8,14.5,209
8,15.1,228.8,9.6,92.5
10,16.7,279.6,6.9,47.6
20,23.1,535,23.8,566.9
8,22.3,498.6,7.9,63.2
8,22.4,503.1,6.1,37.5
15,20.1,403.8,24,576
13,27.3,745,9.8,95.7
15,20.5,418.2,2.4,5.7
1,21.7,472.8,13,168.7
9,17.4,302.9,7.4,54.1
21,23.6,554.8,11,121
13,15.6,241.8,10.8,116
1,18.9,357.2,10.4,107.9
13,15.3,234.4,12.3,151.5
7,23,527.6,7.5,57
22,29,840.1,15.8,249.1
27,32.7,1070.9,12.2,149.2
4,21.4,456.2,9.3,86.5
1,15.8,250.4,0,0
24,30,902.7,15.9,252
29,22,482.2,25,625
17,22,482.2,12.8,164.4
12,20.4,414.1,6.1,37.2
9,18.3,335.1,2.6,6.9
18,27,729.3,15,225
15,26.7,712.4,18.9,357.9
7,16,257,6.1,36.7
31,34,1155.3,27.5,756.3
31,21.4,457.5,20.5,418.4
10,22.3,496.4,6.8,46.5
30,22.1,489.1,26.1,681.8
29,32.4,1052.4,18.8,352.1
8,17.2,296.9,14.9,221.4
3,16.4,267.6,10,100
26,19.4,376,26.3,690.9
15,16.1,258.6,11.9,140.8
1,21.1,444.4,2,4.2
37,25.7,660.7,23.5,552.3
7,21.6,465.5,8.3,69.4
17,19.9,395.4,8.8,77.3
10,31.6,996.3,19,362.8
15,22.3,496.4,9.4,89
9,15.5,239.2,9.5,90.7
12,22.2,490.6,12.5,156.3
2,13.9,192,3.8,14.2
31,21.4,457.5,20.5,418.4
10,22.3,496.4,6.8,46.5
30,22.1,489.1,26.1,681.8
29,32.4,1052.4,18.8,352.1
8,17.2,296.9,14.9,221.4
26,19.4,376,26.3,690.9
15,16.1,258.6,11.9,140.8
37,25.7,660.7,23.5,552.3
7,21.6,465.5,8.3,69.4
17,19.9,395.4,8.8,77.3
10,31.6,996.3,19,362.8
15,22.3,496.4,9.4,89
9,15.5,239.2,9.5,90.7
12,22.2,490.6,12.5,156.3
25,29.7,883.6,19.1,364.2
10,24.3,592.4,14.9,220.6
23,32.6,1065,18.2,330.6
12,21.5,461.2,11.2,126
18,21.5,462.7,13.3,177.8
11,20.4,415.1,11.2,126.2
9,20.4,415.1,11.2,126.2
32,41.1,1692.9,20,400
20,36.1,1306.5,16,256.4
24,38.1,1455,15,225.4
22,41.1,1692.9,14,196.4
14,22.6,511,6.6,43.5
12,18.1,328,7.7,59.2
8,22.1,489.7,0,0
31,31.6,1001.1,20,400
12,24.4,595.6,9,81.2
10,23.2,536.6,5.6,31.6
39,29.8,889.5,29,841
20,15.9,253,12.3,151.5
