SD,CF(PCU/min),CF*2(PCU/min),%_of_4W,%_of_4W*2
30,23.1,533.8,25.0,625.0
13,26.2,684.6,17.2,296.0
13,26.2,684.6,17.2,296.0
12,26.2,684.6,17.2,296.0
14,22.7,516.7,10.6,112.1
10,25.6,654.1,8.3,69.4
14,19.7,388.7,8.1,66.3
10,21.5,462.9,2.8,7.9
19,20.5,418.2,13.2,173.1
12,20.5,418.2,13.2,173.1
8,14.8,219.2,11.6,134.4
8,14.8,219.2,11.6,134.4
15,18.7,349.9,10.1,102.5
10,24.7,611.6,18.6,346.1
11,18.0,322.2,18.8,351.6
14,23.8,566.4,12.0,144.0
12,19.3,370.8,4.5,20.2
15,17.6,308.7,13.5,182.6
10,19.8,392.2,15.4,237.9
19,18.7,349.3,14.0,194.7
12,22.0,482.2,12.8,164.4
10,26.7,712.4,18.9,357.9
24,16.7,277.4,21.8,474.5
26,33.8,1140.4,23.7,563.1
24,19.9,395.4,8.8,77.3
32,44.5,1982.0,22.1,490.5
8,16.7,278.4,9.0,81.9
16,25.7,661.8,13.5,183.0
21,24.0,576.2,8.8,77.9
19,18.3,333.1,17.5,306.3
22,19.3,373.6,20.5,422.2
17,34.9,1220.1,14.9,222.8
13,26.7,711.3,9.8,96.1
27,42.1,1776.2,20.0,400.5
24,38.2,1461.5,11.8,140.2
27,19.2,368.3,22.9,522.4
13,22.0,482.2,5.1,26.3
11,25.2,635.8,15.5,240.4
14,17.8,316.7,19.2,367.8
4,22.3,499.3,6.3,39.9
13,22.6,511.4,15.3,234.3
20,29.5,872.3,19.0,362.8
25,16.9,285.4,27.0,729.0
10,17.3,300.6,6.2,37.7
12,21.6,466.2,11.3,127.7
15,18.9,354.8,7.9,62.0
11,19.7,388.5,10.8,114.0
14,20.2,407.8,8.5,73.6
20,25.4,646.3,13.7,186.9
15,22.3,500.8,11.9,143.3
18,23.1,532.6,7.2,52.6
16,19.8,391.3,4.6,21.5
22,28.5,811.2,26.5,711.0
19,24.6,604.2,13.8,189.5
16,20.9,428.5,15.6,248.3
21,22.7,517.6,9.4,87.6
14,26.0,677.1,17.2,296.2
20,19.8,393.5,13.5,183.1
23,21.7,469.5,16.8,268.9
26,29.3,824.0,21.3,454.4
30,30.8,921.9,25.6,658.5
18,25.2,632.9,17.8,308.6
15,20.2,405.7,8.2,66.0
16,26.4,706.3,18.7,353.4
10,18.7,349.6,11.2,126.1
14,23.6,558.9,7.9,61.9
22,18.6,346.5,6.7,43.7
19,25.9,671.4,14.3,197.6
23,22.1,487.3,19.5,381.1
27,30.0,899.2,24.9,618.7
35,22.3,498.5,8.3,68.8
30,31.7,947.9,21.4,464.2
19,21.4,456.7,11.1,123.4
25,28.1,789.6,19.8,396.0
32,26.8,719.1,24.5,598.2
38,29.4,870.8,33.0,990.0
37,25.7,664.0,29.8,888.0
27,27.5,758.0,25.9,676.4
29,30.2,896.2,27.4,749.5
21,25.9,664.6,14.0,194.9
14,18.5,342.7,7.8,60.6
26,25.6,654.3,23.2,539.5
29,31.8,952.0,28.1,789.0
25,24.5,592.1,10.9,119.5
36,34.6,1237.5,29.7,887.6
38,37.2,1378.1,34.8,1192.3
35,32.3,964.3,29.1,845.2
33,30.5,887.4,28.3,807.2
32,26.7,713.7,27.9,793.6
39,38.8,1437.5,35.2,1218.4
21,24.7,611.5,19.3,375.8
22,21.3,456.4,13.6,181.9
23,22.8,522.2,12.7,159.9
24,23.7,565.8,14.2,194.8
25,23.5,553.7,14.8,220.0
26,21.9,475.7,19.4,380.9
27,22.6,511.3,21.2,461.3
28,25.3,638.0,18.6,347.3
29,26.4,678.0,22.1,487.7
30,27.1,733.0,23.3,529.5
31,27.9,793.0,24.8,614.6
32,29.2,829.6,26.4,689.4
33,28.3,812.3,27.9,793.5
34,27.6,772.0,29.1,845.2
35,30.5,856.5,30.3,914.5
36,31.8,920.7,31.7,945.4
37,32.7,957.3,33.0,991.5
38,34.2,999.0,34.5,1014.8
39,35.9,1042.4,36.1,1058.0
